Freq.	V(n011)/I(unbalanced)
1.25533455663484e+01	(7.90451030409073e+01dB,1.71855992785106e+02°)
1.26406609898144e+01	(7.90439054610623e+01dB,1.71911386052881e+02°)
1.27285837400790e+01	(7.90427240450662e+01dB,1.71966410963570e+02°)
1.28171180414343e+01	(7.90415585790614e+01dB,1.72021069753549e+02°)
1.29062681475544e+01	(7.90404088519042e+01dB,1.72075364649659e+02°)
1.29960383417001e+01	(7.90392746551337e+01dB,1.72129297869165e+02°)
1.30864329369249e+01	(7.90381557829402e+01dB,1.72182871619706e+02°)
1.31774562762815e+01	(7.90370520321349e+01dB,1.72236088099250e+02°)
1.32691127330314e+01	(7.90359632021185e+01dB,1.72288949496058e+02°)
1.33614067108543e+01	(7.90348890948528e+01dB,1.72341457988640e+02°)
1.34543426440598e+01	(7.90338295148285e+01dB,1.72393615745722e+02°)
1.35479249978008e+01	(7.90327842690374e+01dB,1.72445424926209e+02°)
1.36421582682877e+01	(7.90317531669415e+01dB,1.72496887679151e+02°)
1.37370469830045e+01	(7.90307360204450e+01dB,1.72548006143720e+02°)
1.38325957009262e+01	(7.90297326438650e+01dB,1.72598782449171e+02°)
1.39288090127384e+01	(7.90287428539031e+01dB,1.72649218714823e+02°)
1.40256915410570e+01	(7.90277664696168e+01dB,1.72699317050034e+02°)
1.41232479406509e+01	(7.90268033123917e+01dB,1.72749079554175e+02°)
1.42214828986655e+01	(7.90258532059133e+01dB,1.72798508316609e+02°)
1.43204011348480e+01	(7.90249159761409e+01dB,1.72847605416678e+02°)
1.44200074017737e+01	(7.90239914512786e+01dB,1.72896372923678e+02°)
1.45203064850750e+01	(7.90230794617494e+01dB,1.72944812896848e+02°)
1.46213032036708e+01	(7.90221798401679e+01dB,1.72992927385356e+02°)
1.47230024099984e+01	(7.90212924213154e+01dB,1.73040718428284e+02°)
1.48254089902464e+01	(7.90204170421108e+01dB,1.73088188054620e+02°)
1.49285278645894e+01	(7.90195535415883e+01dB,1.73135338283247e+02°)
1.50323639874246e+01	(7.90187017608693e+01dB,1.73182171122940e+02°)
1.51369223476100e+01	(7.90178615431377e+01dB,1.73228688572352e+02°)
1.52422079687034e+01	(7.90170327336149e+01dB,1.73274892620015e+02°)
1.53482259092047e+01	(7.90162151795350e+01dB,1.73320785244337e+02°)
1.54549812627980e+01	(7.90154087301204e+01dB,1.73366368413598e+02°)
1.55624791585970e+01	(7.90146132365572e+01dB,1.73411644085950e+02°)
1.56707247613913e+01	(7.90138285519706e+01dB,1.73456614209417e+02°)
1.57797232718942e+01	(7.90130545314028e+01dB,1.73501280721902e+02°)
1.58894799269931e+01	(7.90122910317871e+01dB,1.73545645551182e+02°)
1.60000000000005e+01	(7.90115379119267e+01dB,1.73589710614921e+02°)
1.61112888009080e+01	(7.90107950324704e+01dB,1.73633477820670e+02°)
1.62233516766410e+01	(7.90100622558903e+01dB,1.73676949065878e+02°)
1.63361940113156e+01	(7.90093394464590e+01dB,1.73720126237896e+02°)
1.64498212264976e+01	(7.90086264702274e+01dB,1.73763011213992e+02°)
1.65642387814625e+01	(7.90079231950023e+01dB,1.73805605861353e+02°)
1.66794521734585e+01	(7.90072294903253e+01dB,1.73847912037106e+02°)
1.67954669379696e+01	(7.90065452274507e+01dB,1.73889931588323e+02°)
1.69122886489826e+01	(7.90058702793237e+01dB,1.73931666352038e+02°)
1.70299229192543e+01	(7.90052045205606e+01dB,1.73973118155260e+02°)
1.71483754005812e+01	(7.90045478274261e+01dB,1.74014288814987e+02°)
1.72676517840714e+01	(7.90039000778142e+01dB,1.74055180138227e+02°)
1.73877578004175e+01	(7.90032611512275e+01dB,1.74095793922011e+02°)
1.75086992201724e+01	(7.90026309287557e+01dB,1.74136131953409e+02°)
1.76304818540263e+01	(7.90020092930577e+01dB,1.74176196009556e+02°)
1.77531115530861e+01	(7.90013961283398e+01dB,1.74215987857665e+02°)
1.78765942091561e+01	(7.90007913203378e+01dB,1.74255509255051e+02°)
1.80009357550215e+01	(7.90001947562968e+01dB,1.74294761949149e+02°)
1.81261421647333e+01	(7.89996063249525e+01dB,1.74333747677540e+02°)
1.82522194538954e+01	(7.89990259165120e+01dB,1.74372468167972e+02°)
1.83791736799531e+01	(7.89984534226352e+01dB,1.74410925138381e+02°)
1.85070109424852e+01	(7.89978887364170e+01dB,1.74449120296918e+02°)
1.86357373834959e+01	(7.89973317523681e+01dB,1.74487055341976e+02°)
1.87653591877107e+01	(7.89967823663976e+01dB,1.74524731962206e+02°)
1.88958825828731e+01	(7.89962404757955e+01dB,1.74562151836557e+02°)
1.90273138400441e+01	(7.89957059792139e+01dB,1.74599316634289e+02°)
1.91596592739035e+01	(7.89951787766511e+01dB,1.74636228015009e+02°)
1.92929252430528e+01	(7.89946587694330e+01dB,1.74672887628695e+02°)
1.94271181503214e+01	(7.89941458601975e+01dB,1.74709297115728e+02°)
1.95622444430737e+01	(7.89936399528764e+01dB,1.74745458106915e+02°)
1.96983106135193e+01	(7.89931409526795e+01dB,1.74781372223524e+02°)
1.98353231990244e+01	(7.89926487660789e+01dB,1.74817041077311e+02°)
1.99732887824264e+01	(7.89921633007908e+01dB,1.74852466270551e+02°)
2.01122139923499e+01	(7.89916844657616e+01dB,1.74887649396070e+02°)
2.02521055035251e+01	(7.89912121711509e+01dB,1.74922592037274e+02°)
2.03929700371089e+01	(7.89907463283162e+01dB,1.74957295768182e+02°)
2.05348143610071e+01	(7.89902868497971e+01dB,1.74991762153460e+02°)
2.06776452902006e+01	(7.89898336493010e+01dB,1.75025992748450e+02°)
2.08214696870716e+01	(7.89893866416869e+01dB,1.75059989099206e+02°)
2.09662944617345e+01	(7.89889457429510e+01dB,1.75093752742526e+02°)
2.11121265723670e+01	(7.89885108702123e+01dB,1.75127285205985e+02°)
2.12589730255449e+01	(7.89880819416971e+01dB,1.75160588007971e+02°)
2.14068408765785e+01	(7.89876588767259e+01dB,1.75193662657718e+02°)
2.15557372298518e+01	(7.89872415956985e+01dB,1.75226510655341e+02°)
2.17056692391635e+01	(7.89868300200796e+01dB,1.75259133491871e+02°)
2.18566441080711e+01	(7.89864240723858e+01dB,1.75291532649292e+02°)
2.20086690902366e+01	(7.89860236761716e+01dB,1.75323709600571e+02°)
2.21617514897755e+01	(7.89856287560154e+01dB,1.75355665809703e+02°)
2.23158986616072e+01	(7.89852392375067e+01dB,1.75387402731739e+02°)
2.24711180118087e+01	(7.89848550472337e+01dB,1.75418921812827e+02°)
2.26274169979703e+01	(7.89844761127678e+01dB,1.75450224490245e+02°)
2.27848031295539e+01	(7.89841023626535e+01dB,1.75481312192442e+02°)
2.29432839682540e+01	(7.89837337263940e+01dB,1.75512186339073e+02°)
2.31028671283607e+01	(7.89833701344394e+01dB,1.75542848341034e+02°)
2.32635602771258e+01	(7.89830115181740e+01dB,1.75573299600505e+02°)
2.34253711351308e+01	(7.89826578099040e+01dB,1.75603541510983e+02°)
2.35883074766584e+01	(7.89823089428456e+01dB,1.75633575457320e+02°)
2.37523771300656e+01	(7.89819648511134e+01dB,1.75663402815764e+02°)
2.39175879781598e+01	(7.89816254697080e+01dB,1.75693024953994e+02°)
2.40839479585779e+01	(7.89812907345040e+01dB,1.75722443231162e+02°)
2.42514650641672e+01	(7.89809605822399e+01dB,1.75751658997927e+02°)
2.44201473433698e+01	(7.89806349505059e+01dB,1.75780673596496e+02°)
2.45900029006091e+01	(7.89803137777323e+01dB,1.75809488360662e+02°)
2.47610398966791e+01	(7.89799970031789e+01dB,1.75838104615845e+02°)
2.49332665491369e+01	(7.89796845669246e+01dB,1.75866523679127e+02°)
2.51066911326969e+01	(7.89793764098552e+01dB,1.75894746859293e+02°)
2.52813219796290e+01	(7.89790724736547e+01dB,1.75922775456873e+02°)
2.54571674801583e+01	(7.89787727007925e+01dB,1.75950610764175e+02°)
2.56342360828688e+01	(7.89784770345149e+01dB,1.75978254065328e+02°)
2.58125362951089e+01	(7.89781854188336e+01dB,1.76005706636321e+02°)
2.59920766834005e+01	(7.89778977985168e+01dB,1.76032969745044e+02°)
2.61728658738499e+01	(7.89776141190782e+01dB,1.76060044651322e+02°)
2.63549125525633e+01	(7.89773343267669e+01dB,1.76086932606961e+02°)
2.65382254660631e+01	(7.89770583685590e+01dB,1.76113634855783e+02°)
2.67228134217088e+01	(7.89767861921464e+01dB,1.76140152633666e+02°)
2.69086852881198e+01	(7.89765177459282e+01dB,1.76166487168587e+02°)
2.70958499956018e+01	(7.89762529790018e+01dB,1.76192639680656e+02°)
2.72843165365756e+01	(7.89759918411522e+01dB,1.76218611382161e+02°)
2.74740939660091e+01	(7.89757342828443e+01dB,1.76244403477603e+02°)
2.76651914018527e+01	(7.89754802552124e+01dB,1.76270017163739e+02°)
2.78576180254770e+01	(7.89752297100529e+01dB,1.76295453629621e+02°)
2.80513830821141e+01	(7.89749825998143e+01dB,1.76320714056633e+02°)
2.82464958813020e+01	(7.89747388775893e+01dB,1.76345799618532e+02°)
2.84429657973313e+01	(7.89744984971054e+01dB,1.76370711481491e+02°)
2.86408022696962e+01	(7.89742614127172e+01dB,1.76395450804132e+02°)
2.88400148035476e+01	(7.89740275793978e+01dB,1.76420018737571e+02°)
2.90406129701502e+01	(7.89737969527301e+01dB,1.76444416425453e+02°)
2.92426064073419e+01	(7.89735694888995e+01dB,1.76468645003995e+02°)
2.94460048199971e+01	(7.89733451446852e+01dB,1.76492705602026e+02°)
2.96508179804930e+01	(7.89731238774526e+01dB,1.76516599341020e+02°)
2.98570557291789e+01	(7.89729056451453e+01dB,1.76540327335143e+02°)
3.00647279748495e+01	(7.89726904062772e+01dB,1.76563890691288e+02°)
3.02738446952202e+01	(7.89724781199259e+01dB,1.76587290509113e+02°)
3.04844159374071e+01	(7.89722687457235e+01dB,1.76610527881083e+02°)
3.06964518184096e+01	(7.89720622438500e+01dB,1.76633603892509e+02°)
3.09099625255962e+01	(7.89718585750273e+01dB,1.76656519621586e+02°)
3.11249583171943e+01	(7.89716577005091e+01dB,1.76679276139429e+02°)
3.13414495227828e+01	(7.89714595820761e+01dB,1.76701874510116e+02°)
3.15594465437887e+01	(7.89712641820281e+01dB,1.76724315790727e+02°)
3.17789598539863e+01	(7.89710714631776e+01dB,1.76746601031378e+02°)
3.20000000000012e+01	(7.89708813888413e+01dB,1.76768731275263e+02°)
3.22225776018162e+01	(7.89706939228355e+01dB,1.76790707558693e+02°)
3.24467033532822e+01	(7.89705090294677e+01dB,1.76812530911132e+02°)
3.26723880226314e+01	(7.89703266735314e+01dB,1.76834202355236e+02°)
3.28996424529954e+01	(7.89701468202982e+01dB,1.76855722906892e+02°)
3.31284775629253e+01	(7.89699694355122e+01dB,1.76877093575255e+02°)
3.33589043469172e+01	(7.89697944853839e+01dB,1.76898315362787e+02°)
3.35909338759394e+01	(7.89696219365827e+01dB,1.76919389265294e+02°)
3.38245772979655e+01	(7.89694517562321e+01dB,1.76940316271963e+02°)
3.40598458385088e+01	(7.89692839119033e+01dB,1.76961097365401e+02°)
3.42967508011627e+01	(7.89691183716080e+01dB,1.76981733521674e+02°)
3.45353035681430e+01	(7.89689551037940e+01dB,1.77002225710339e+02°)
3.47755156008352e+01	(7.89687940773389e+01dB,1.77022574894487e+02°)
3.50173984403450e+01	(7.89686352615435e+01dB,1.77042782030775e+02°)
3.52609637080529e+01	(7.89684786261270e+01dB,1.77062848069471e+02°)
3.55062231061724e+01	(7.89683241412211e+01dB,1.77082773954479e+02°)
3.57531884183124e+01	(7.89681717773644e+01dB,1.77102560623386e+02°)
3.60018715100433e+01	(7.89680215054968e+01dB,1.77122209007496e+02°)
3.62522843294670e+01	(7.89678732969542e+01dB,1.77141720031863e+02°)
3.65044389077910e+01	(7.89677271234635e+01dB,1.77161094615330e+02°)
3.67583473599066e+01	(7.89675829571364e+01dB,1.77180333670566e+02°)
3.70140218849706e+01	(7.89674407704653e+01dB,1.77199438104102e+02°)
3.72714747669920e+01	(7.89673005363177e+01dB,1.77218408816363e+02°)
3.75307183754216e+01	(7.89671622279300e+01dB,1.77237246701710e+02°)
3.77917651657465e+01	(7.89670258189049e+01dB,1.77255952648470e+02°)
3.80546276800886e+01	(7.89668912832046e+01dB,1.77274527538976e+02°)
3.83193185478072e+01	(7.89667585951467e+01dB,1.77292972249600e+02°)
3.85858504861059e+01	(7.89666277293983e+01dB,1.77311287650787e+02°)
3.88542363006430e+01	(7.89664986609737e+01dB,1.77329474607094e+02°)
3.91244888861477e+01	(7.89663713652263e+01dB,1.77347533977222e+02°)
3.93966212270389e+01	(7.89662458178475e+01dB,1.77365466614051e+02°)
3.96706463980492e+01	(7.89661219948596e+01dB,1.77383273364675e+02°)
3.99465775648532e+01	(7.89659998726119e+01dB,1.77400955070438e+02°)
4.02244279847001e+01	(7.89658794277777e+01dB,1.77418512566965e+02°)
4.05042110070506e+01	(7.89657606373478e+01dB,1.77435946684201e+02°)
4.07859400742180e+01	(7.89656434786276e+01dB,1.77453258246440e+02°)
4.10696287220146e+01	(7.89655279292318e+01dB,1.77470448072361e+02°)
4.13552905804014e+01	(7.89654139670820e+01dB,1.77487516975064e+02°)
4.16429393741436e+01	(7.89653015703998e+01dB,1.77504465762100e+02°)
4.19325889234693e+01	(7.89651907177059e+01dB,1.77521295235505e+02°)
4.22242531447343e+01	(7.89650813878134e+01dB,1.77538006191837e+02°)
4.25179460510901e+01	(7.89649735598250e+01dB,1.77554599422204e+02°)
4.28136817531573e+01	(7.89648672131290e+01dB,1.77571075712301e+02°)
4.31114744597038e+01	(7.89647623273956e+01dB,1.77587435842438e+02°)
4.34113384783273e+01	(7.89646588825723e+01dB,1.77603680587581e+02°)
4.37132882161424e+01	(7.89645568588812e+01dB,1.77619810717374e+02°)
4.40173381804736e+01	(7.89644562368145e+01dB,1.77635826996179e+02°)
4.43235029795514e+01	(7.89643569971309e+01dB,1.77651730183107e+02°)
4.46317973232148e+01	(7.89642591208522e+01dB,1.77667521032046e+02°)
4.49422360236178e+01	(7.89641625892598e+01dB,1.77683200291698e+02°)
4.52548339959409e+01	(7.89640673838910e+01dB,1.77698768705606e+02°)
4.55696062591082e+01	(7.89639734865355e+01dB,1.77714227012191e+02°)
4.58865679365084e+01	(7.89638808792319e+01dB,1.77729575944777e+02°)
4.62057342567218e+01	(7.89637895442648e+01dB,1.77744816231628e+02°)
4.65271205542519e+01	(7.89636994641605e+01dB,1.77759948595974e+02°)
4.68507422702620e+01	(7.89636106216848e+01dB,1.77774973756047e+02°)
4.71766149533172e+01	(7.89635229998389e+01dB,1.77789892425107e+02°)
4.75047542601316e+01	(7.89634365818568e+01dB,1.77804705311476e+02°)
4.78351759563200e+01	(7.89633513512017e+01dB,1.77819413118567e+02°)
4.81678959171562e+01	(7.89632672915632e+01dB,1.77834016544914e+02°)
4.85029301283348e+01	(7.89631843868536e+01dB,1.77848516284202e+02°)
4.88402946867399e+01	(7.89631026212061e+01dB,1.77862913025298e+02°)
4.91800058012185e+01	(7.89630219789699e+01dB,1.77877207452279e+02°)
4.95220797933586e+01	(7.89629424447096e+01dB,1.77891400244465e+02°)
4.98665330982741e+01	(7.89628640032006e+01dB,1.77905492076443e+02°)
5.02133822653942e+01	(7.89627866394256e+01dB,1.77919483618103e+02°)
5.05626439592583e+01	(7.89627103385747e+01dB,1.77933375534659e+02°)
5.09143349603170e+01	(7.89626350860390e+01dB,1.77947168486687e+02°)
5.12684721657380e+01	(7.89625608674108e+01dB,1.77960863130147e+02°)
5.16250725902183e+01	(7.89624876684789e+01dB,1.77974460116413e+02°)
5.19841533668013e+01	(7.89624154752269e+01dB,1.77987960092305e+02°)
5.23457317477002e+01	(7.89623442738301e+01dB,1.78001363700111e+02°)
5.27098251051269e+01	(7.89622740506533e+01dB,1.78014671577622e+02°)
5.30764509321265e+01	(7.89622047922480e+01dB,1.78027884358155e+02°)
5.34456268434179e+01	(7.89621364853493e+01dB,1.78041002670584e+02°)
5.38173705762401e+01	(7.89620691168745e+01dB,1.78054027139364e+02°)
5.41916999912041e+01	(7.89620026739198e+01dB,1.78066958384563e+02°)
5.45686330731516e+01	(7.89619371437585e+01dB,1.78079797021886e+02°)
5.49481879320186e+01	(7.89618725138373e+01dB,1.78092543662704e+02°)
5.53303828037058e+01	(7.89618087717752e+01dB,1.78105198914079e+02°)
5.57152360509544e+01	(7.89617459053613e+01dB,1.78117763378792e+02°)
5.61027661642287e+01	(7.89616839025511e+01dB,1.78130237655372e+02°)
5.64929917626044e+01	(7.89616227514654e+01dB,1.78142622338119e+02°)
5.68859315946630e+01	(7.89615624403876e+01dB,1.78154918017131e+02°)
5.72816045393927e+01	(7.89615029577620e+01dB,1.78167125278333e+02°)
5.76800296070957e+01	(7.89614442921905e+01dB,1.78179244703499e+02°)
5.80812259403008e+01	(7.89613864324313e+01dB,1.78191276870281e+02°)
5.84852128146842e+01	(7.89613293673969e+01dB,1.78203222352234e+02°)
5.88920096399946e+01	(7.89612730861516e+01dB,1.78215081718842e+02°)
5.93016359609864e+01	(7.89612175779087e+01dB,1.78226855535540e+02°)
5.97141114583583e+01	(7.89611628320302e+01dB,1.78238544363746e+02°)
6.01294559496994e+01	(7.89611088380235e+01dB,1.78250148760879e+02°)
6.05476893904408e+01	(7.89610555855395e+01dB,1.78261669280390e+02°)
6.09688318748147e+01	(7.89610030643712e+01dB,1.78273106471781e+02°)
6.13929036368197e+01	(7.89609512644509e+01dB,1.78284460880634e+02°)
6.18199250511929e+01	(7.89609001758494e+01dB,1.78295733048638e+02°)
6.22499166343891e+01	(7.89608497887731e+01dB,1.78306923513603e+02°)
6.26828990455661e+01	(7.89608000935627e+01dB,1.78318032809495e+02°)
6.31188930875778e+01	(7.89607510806912e+01dB,1.78329061466455e+02°)
6.35579197079732e+01	(7.89607027407620e+01dB,1.78340010010825e+02°)
6.40000000000029e+01	(7.89606550645069e+01dB,1.78350878965169e+02°)
6.44451552036329e+01	(7.89606080427858e+01dB,1.78361668848299e+02°)
6.48934067065648e+01	(7.89605616665823e+01dB,1.78372380175296e+02°)
6.53447760452633e+01	(7.89605159270042e+01dB,1.78383013457539e+02°)
6.57992849059912e+01	(7.89604708152813e+01dB,1.78393569202720e+02°)
6.62569551258512e+01	(7.89604263227633e+01dB,1.78404047914873e+02°)
6.67178086938348e+01	(7.89603824409181e+01dB,1.78414450094396e+02°)
6.71818677518794e+01	(7.89603391613309e+01dB,1.78424776238070e+02°)
6.76491545959314e+01	(7.89602964757017e+01dB,1.78435026839088e+02°)
6.81196916770181e+01	(7.89602543758447e+01dB,1.78445202387071e+02°)
6.85935016023259e+01	(7.89602128536859e+01dB,1.78455303368094e+02°)
6.90706071362865e+01	(7.89601719012614e+01dB,1.78465330264708e+02°)
6.95510312016709e+01	(7.89601315107170e+01dB,1.78475283555960e+02°)
7.00347968806905e+01	(7.89600916743063e+01dB,1.78485163717416e+02°)
7.05219274161063e+01	(7.89600523843879e+01dB,1.78494971221186e+02°)
7.10124462123454e+01	(7.89600136334259e+01dB,1.78504706535935e+02°)
7.15063768366254e+01	(7.89599754139873e+01dB,1.78514370126921e+02°)
7.20037430200871e+01	(7.89599377187409e+01dB,1.78523962456000e+02°)
7.25045686589345e+01	(7.89599005404557e+01dB,1.78533483981658e+02°)
7.30088778155825e+01	(7.89598638719999e+01dB,1.78542935159028e+02°)
7.35166947198137e+01	(7.89598277063393e+01dB,1.78552316439907e+02°)
7.40280437699418e+01	(7.89597920365358e+01dB,1.78561628272788e+02°)
7.45429495339847e+01	(7.89597568557464e+01dB,1.78570871102865e+02°)
7.50614367508438e+01	(7.89597221572214e+01dB,1.78580045372069e+02°)
7.55835303314935e+01	(7.89596879343044e+01dB,1.78589151519078e+02°)
7.61092553601777e+01	(7.89596541804289e+01dB,1.78598189979339e+02°)
7.66386370956150e+01	(7.89596208891192e+01dB,1.78607161185092e+02°)
7.71717009722123e+01	(7.89595880539875e+01dB,1.78616065565386e+02°)
7.77084726012867e+01	(7.89595556687337e+01dB,1.78624903546099e+02°)
7.82489777722961e+01	(7.89595237271442e+01dB,1.78633675549962e+02°)
7.87932424540784e+01	(7.89594922230897e+01dB,1.78642381996571e+02°)
7.93412927960989e+01	(7.89594611505252e+01dB,1.78651023302411e+02°)
7.98931551297070e+01	(7.89594305034880e+01dB,1.78659599880879e+02°)
8.04488559694008e+01	(7.89594002760978e+01dB,1.78668112142294e+02°)
8.10084220141018e+01	(7.89593704625535e+01dB,1.78676560493922e+02°)
8.15718801484367e+01	(7.89593410571340e+01dB,1.78684945339996e+02°)
8.21392574440298e+01	(7.89593120541964e+01dB,1.78693267081728e+02°)
8.27105811608035e+01	(7.89592834481745e+01dB,1.78701526117336e+02°)
8.32858787482877e+01	(7.89592552335789e+01dB,1.78709722842055e+02°)
8.38651778469393e+01	(7.89592274049945e+01dB,1.78717857648160e+02°)
8.44485062894693e+01	(7.89591999570804e+01dB,1.78725930924985e+02°)
8.50358921021808e+01	(7.89591728845690e+01dB,1.78733943058935e+02°)
8.56273635063153e+01	(7.89591461822641e+01dB,1.78741894433509e+02°)
8.62229489194083e+01	(7.89591198450407e+01dB,1.78749785429318e+02°)
8.68226769566552e+01	(7.89590938678440e+01dB,1.78757616424099e+02°)
8.74265764322855e+01	(7.89590682456881e+01dB,1.78765387792737e+02°)
8.80346763609479e+01	(7.89590429736548e+01dB,1.78773099907279e+02°)
8.86470059591035e+01	(7.89590180468932e+01dB,1.78780753136953e+02°)
8.92635946464303e+01	(7.89589934606189e+01dB,1.78788347848184e+02°)
8.98844720472362e+01	(7.89589692101126e+01dB,1.78795884404613e+02°)
9.05096679918825e+01	(7.89589452907191e+01dB,1.78803363167110e+02°)
9.11392125182170e+01	(7.89589216978470e+01dB,1.78810784493797e+02°)
9.17731358730174e+01	(7.89588984269676e+01dB,1.78818148740059e+02°)
9.24114685134443e+01	(7.89588754736133e+01dB,1.78825456258562e+02°)
9.30542411085044e+01	(7.89588528333781e+01dB,1.78832707399273e+02°)
9.37014845405246e+01	(7.89588305019159e+01dB,1.78839902509471e+02°)
9.43532299066351e+01	(7.89588084749395e+01dB,1.78847041933768e+02°)
9.50095085202638e+01	(7.89587867482203e+01dB,1.78854126014120e+02°)
9.56703519126408e+01	(7.89587653175872e+01dB,1.78861155089848e+02°)
9.63357918343131e+01	(7.89587441789259e+01dB,1.78868129497650e+02°)
9.70058602566703e+01	(7.89587233281783e+01dB,1.78875049571620e+02°)
9.76805893734806e+01	(7.89587027613410e+01dB,1.78881915643260e+02°)
9.83600116024377e+01	(7.89586824744658e+01dB,1.78888728041501e+02°)
9.90441595867179e+01	(7.89586624636574e+01dB,1.78895487092711e+02°)
9.97330661965489e+01	(7.89586427250742e+01dB,1.78902193120716e+02°)
1.00426764530789e+02	(7.89586232549261e+01dB,1.78908846446813e+02°)
1.01125287918517e+02	(7.89586040494749e+01dB,1.78915447389787e+02°)
1.01828669920635e+02	(7.89585851050333e+01dB,1.78921996265921e+02°)
1.02536944331477e+02	(7.89585664179635e+01dB,1.78928493389017e+02°)
1.03250145180437e+02	(7.89585479846779e+01dB,1.78934939070405e+02°)
1.03968306733603e+02	(7.89585298016370e+01dB,1.78941333618966e+02°)
1.04691463495401e+02	(7.89585118653491e+01dB,1.78947677341134e+02°)
1.05419650210255e+02	(7.89584941723705e+01dB,1.78953970540922e+02°)
1.06152901864254e+02	(7.89584767193037e+01dB,1.78960213519929e+02°)
1.06891253686837e+02	(7.89584595027973e+01dB,1.78966406577360e+02°)
1.07634741152481e+02	(7.89584425195457e+01dB,1.78972550010033e+02°)
1.08383399982409e+02	(7.89584257662873e+01dB,1.78978644112400e+02°)
1.09137266146304e+02	(7.89584092398050e+01dB,1.78984689176554e+02°)
1.09896375864038e+02	(7.89583929369259e+01dB,1.78990685492250e+02°)
1.10660765607412e+02	(7.89583768545183e+01dB,1.78996633346915e+02°)
1.11430472101910e+02	(7.89583609894949e+01dB,1.79002533025657e+02°)
1.12205532328458e+02	(7.89583453388084e+01dB,1.79008384811287e+02°)
1.12985983525210e+02	(7.89583298994535e+01dB,1.79014188984327e+02°)
1.13771863189327e+02	(7.89583146684651e+01dB,1.79019945823025e+02°)
1.14563209078786e+02	(7.89582996429185e+01dB,1.79025655603367e+02°)
1.15360059214192e+02	(7.89582848199278e+01dB,1.79031318599089e+02°)
1.16162451880603e+02	(7.89582701966464e+01dB,1.79036935081695e+02°)
1.16970425629369e+02	(7.89582557702662e+01dB,1.79042505320463e+02°)
1.17784019279990e+02	(7.89582415380165e+01dB,1.79048029582462e+02°)
1.18603271921974e+02	(7.89582274971637e+01dB,1.79053508132563e+02°)
1.19428222916718e+02	(7.89582136450115e+01dB,1.79058941233453e+02°)
1.20258911899400e+02	(7.89581999788995e+01dB,1.79064329145646e+02°)
1.21095378780883e+02	(7.89581864962032e+01dB,1.79069672127497e+02°)
1.21937663749630e+02	(7.89581731943327e+01dB,1.79074970435208e+02°)
1.22785807273640e+02	(7.89581600707335e+01dB,1.79080224322851e+02°)
1.23639850102387e+02	(7.89581471228850e+01dB,1.79085434042370e+02°)
1.24499833268779e+02	(7.89581343483006e+01dB,1.79090599843599e+02°)
1.25365798091133e+02	(7.89581217445263e+01dB,1.79095721974270e+02°)
1.26237786175157e+02	(7.89581093091418e+01dB,1.79100800680026e+02°)
1.27115839415947e+02	(7.89580970397586e+01dB,1.79105836204437e+02°)
1.28000000000007e+02	(7.89580849340196e+01dB,1.79110828789003e+02°)
1.28890310407267e+02	(7.89580729896001e+01dB,1.79115778673170e+02°)
1.29786813413131e+02	(7.89580612042060e+01dB,1.79120686094344e+02°)
1.30689552090528e+02	(7.89580495755732e+01dB,1.79125551287896e+02°)
1.31598569811983e+02	(7.89580381014681e+01dB,1.79130374487184e+02°)
1.32513910251703e+02	(7.89580267796872e+01dB,1.79135155923545e+02°)
1.33435617387671e+02	(7.89580156080558e+01dB,1.79139895826326e+02°)
1.34363735503760e+02	(7.89580045844277e+01dB,1.79144594422885e+02°)
1.35298309191864e+02	(7.89579937066855e+01dB,1.79149251938602e+02°)
1.36239383354037e+02	(7.89579829727400e+01dB,1.79153868596889e+02°)
1.37187003204653e+02	(7.89579723805291e+01dB,1.79158444619207e+02°)
1.38141214272574e+02	(7.89579619280182e+01dB,1.79162980225068e+02°)
1.39102062403343e+02	(7.89579516131999e+01dB,1.79167475632052e+02°)
1.40069593761382e+02	(7.89579414340923e+01dB,1.79171931055811e+02°)
1.41043854832214e+02	(7.89579313887403e+01dB,1.79176346710087e+02°)
1.42024892424692e+02	(7.89579214752142e+01dB,1.79180722806716e+02°)
1.43012753673252e+02	(7.89579116916099e+01dB,1.79185059555638e+02°)
1.44007486040175e+02	(7.89579020360478e+01dB,1.79189357164916e+02°)
1.45009137317870e+02	(7.89578925066731e+01dB,1.79193615840728e+02°)
1.46017755631166e+02	(7.89578831016553e+01dB,1.79197835787398e+02°)
1.47033389439628e+02	(7.89578738191876e+01dB,1.79202017207385e+02°)
1.48056087539885e+02	(7.89578646574871e+01dB,1.79206160301315e+02°)
1.49085899067970e+02	(7.89578556147936e+01dB,1.79210265267968e+02°)
1.50122873501689e+02	(7.89578466893701e+01dB,1.79214332304305e+02°)
1.51167060662988e+02	(7.89578378795019e+01dB,1.79218361605462e+02°)
1.52218510720357e+02	(7.89578291834966e+01dB,1.79222353364777e+02°)
1.53277274191231e+02	(7.89578205996834e+01dB,1.79226307773785e+02°)
1.54343401944426e+02	(7.89578121264137e+01dB,1.79230225022229e+02°)
1.55416945202574e+02	(7.89578037620596e+01dB,1.79234105298075e+02°)
1.56497955544593e+02	(7.89577955050142e+01dB,1.79237948787519e+02°)
1.57586484908158e+02	(7.89577873536913e+01dB,1.79241755674993e+02°)
1.58682585592199e+02	(7.89577793065247e+01dB,1.79245526143172e+02°)
