Freq.	V(out)
8.81524092701309e+00	(1.01180492252622e+01dB,1.25402126135455e+01°)
8.87655577654297e+00	(1.01204486581473e+01dB,1.24556788478957e+01°)
8.93829710457797e+00	(1.01228163353691e+01dB,1.23716870345887e+01°)
9.00046787751069e+00	(1.01251526607391e+01dB,1.22882342467496e+01°)
9.06307108236660e+00	(1.01274580330962e+01dB,1.22053175625664e+01°)
9.12610972694761e+00	(1.01297328466530e+01dB,1.21229340652254e+01°)
9.18958683997650e+00	(1.01319774910739e+01dB,1.20410808433476e+01°)
9.25350547124252e+00	(1.01341923513733e+01dB,1.19597549908198e+01°)
9.31786869174787e+00	(1.01363778082410e+01dB,1.18789536075378e+01°)
9.38267959385526e+00	(1.01385342375420e+01dB,1.17986737994105e+01°)
9.44794129143647e+00	(1.01406620110601e+01dB,1.17189126784360e+01°)
9.51365692002200e+00	(1.01427614962678e+01dB,1.16396673624476e+01°)
9.57982963695166e+00	(1.01448330557135e+01dB,1.15609349768117e+01°)
9.64646262152632e+00	(1.01468770481549e+01dB,1.14827126529473e+01°)
9.71355907516061e+00	(1.01488938279637e+01dB,1.14049975293629e+01°)
9.78112222153679e+00	(1.01508837451487e+01dB,1.13277867519685e+01°)
9.84915530675957e+00	(1.01528471456789e+01dB,1.12510774737514e+01°)
9.91766159951214e+00	(1.01547843714673e+01dB,1.11748668551923e+01°)
9.98664439121314e+00	(1.01566957599847e+01dB,1.10991520643493e+01°)
1.00561069961749e+01	(1.01585816450080e+01dB,1.10239302775673e+01°)
1.01260527517625e+01	(1.01604423561208e+01dB,1.09491986784284e+01°)
1.01964850185544e+01	(1.01622782191576e+01dB,1.08749544590928e+01°)
1.02674071805035e+01	(1.01640895553344e+01dB,1.08011948203330e+01°)
1.03388226451002e+01	(1.01658766829013e+01dB,1.07279169705033e+01°)
1.04107348435357e+01	(1.01676399155963e+01dB,1.06551181271108e+01°)
1.04831472308672e+01	(1.01693795636328e+01dB,1.05827955163439e+01°)
1.05560632861834e+01	(1.01710959333071e+01dB,1.05109463731165e+01°)
1.06294865127724e+01	(1.01727893274002e+01dB,1.04395679411161e+01°)
1.07034204382892e+01	(1.01744600446768e+01dB,1.03686574733157e+01°)
1.07778686149258e+01	(1.01761083802548e+01dB,1.02982122323475e+01°)
1.08528346195817e+01	(1.01777346260534e+01dB,1.02282294893852e+01°)
1.09283220540354e+01	(1.01793390700695e+01dB,1.01587065253063e+01°)
1.10043345451182e+01	(1.01809219967324e+01dB,1.00896406306059e+01°)
1.10808757448877e+01	(1.01824836870687e+01dB,1.00210291056978e+01°)
1.11579493308035e+01	(1.01840244187253e+01dB,9.95286926027512e+00°)
1.12355590059043e+01	(1.01855444655902e+01dB,9.88515841410467e+00°)
1.13137084989851e+01	(1.01870440986231e+01dB,9.81789389705782e+00°)
1.13924015647769e+01	(1.01885235850110e+01dB,9.75107304873337e+00°)
1.14716419841269e+01	(1.01899831889307e+01dB,9.68469321900375e+00°)
1.15514335641803e+01	(1.01914231711077e+01dB,9.61875176796126e+00°)
1.16317801385628e+01	(1.01928437889356e+01dB,9.55324606613654e+00°)
1.17126855675653e+01	(1.01942452967771e+01dB,9.48817349404550e+00°)
1.17941537383291e+01	(1.01956279457432e+01dB,9.42353144311663e+00°)
1.18761885650327e+01	(1.01969919838617e+01dB,9.35931731471615e+00°)
1.19587939890798e+01	(1.01983376559823e+01dB,9.29552852141048e+00°)
1.20419739792889e+01	(1.01996652038683e+01dB,9.23216248609701e+00°)
1.21257325320835e+01	(1.02009748663194e+01dB,9.16921664250548e+00°)
1.22100736716848e+01	(1.02022668791170e+01dB,9.10668843483065e+00°)
1.22950014503044e+01	(1.02035414749926e+01dB,9.04457531844232e+00°)
1.23805199483395e+01	(1.02047988838081e+01dB,8.98287475946439e+00°)
1.24666332745683e+01	(1.02060393326704e+01dB,8.92158423499219e+00°)
1.25533455663484e+01	(1.02072630454505e+01dB,8.86070123313983e+00°)
1.26406609898144e+01	(1.02084702435202e+01dB,8.80022325286355e+00°)
